Series Name,Series Code,Time,Time Code,Austria [AUT],Belgium [BEL],Bulgaria [BGR],Croatia [HRV],Czech Republic [CZE],Denmark [DNK],Cyprus [CYP],Estonia [EST],Finland [FIN],France [FRA],Germany [DEU],Greece [GRC],Hungary [HUN],Ireland [IRL],Italy [ITA],Latvia [LVA],Liechtenstein [LIE],Lithuania [LTU],Iceland [ISL],Luxembourg [LUX],Malta [MLT],Netherlands [NLD],Poland [POL],Portugal [PRT],Romania [ROU],Slovak Republic [SVK],Slovenia [SVN],Spain [ESP],Sweden [SWE],Norway [NOR],European Union [EUU]
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1977,YR1977,75681.169,161725.79,105580.383,28843.891,219671.671,81429.0777,3261.43399,71036.2928,69674.7709,667440.965,1315704.67,63822.7467,113323.186,54543.7096,446956.652,55699.819,..,119879.5,10319.6598,14804.6325,985.47019,212634.688,603009.6,35246.6047,245960.898,60680.003,15375.6753,242955.113,107418.304,64371.891,5193346.71638
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1978,YR1978,77922.796,166668.067,111575.875,28611.522,217160.259,81491.5049,3396.86829,70286.3214,75196.47754,687571.95,1357268.4,66914.5064,122214.556,54749.4886,457629.696,57305.0302,..,123956.74,11326.2378,16110.3858,1121.1562,217684.755,624093.9,37256.3209,263438.368,67885.735,15849.9674,243130.689,102256.316,64150.539,5348747.65163
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1979,YR1979,80645.173,176335.573,116051.259,30839.504,227303.899,84769.0332,3598.33178,70792.3712,75507.48554,697434.69,1411701.43,70212.0899,121252.383,59352.582,475665.266,59444.6101,..,128003.215,12264.0268,15249.3716,1097.62188,228827.379,617874.13,40296.2952,269314.866,68990.889,16830.6113,256038.744,105368.096,68035.419,5508796.8997
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1980,YR1980,78845.291,165433.833,119752.321,27177.913,219692.171,85588.385,3785.87352,70666.1103,76384.82189,675156.85,1354782.98,70435.3453,120487.627,58358.935,477727.329,61084.521,..,131995.884,12924.0069,14437.3203,1208.61824,219031.363,606341.22,41434.738,266432.966,76255.227,16418.3323,269540.186,97853.2764,66457.85,5406309.43825
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1981,YR1981,75501.606,153822.24,116431.839,40950.583,220358.31,73218.923,3663.43224,70863.4169,66642.99221,621534.31,1317791.85,69870.2276,120093.209,57799.276,466863.848,62361.524,..,133148.662,13733.0487,12484.9763,1341.23609,216959.475,569138.11,43003.046,269640.835,75527.629,16592.292,274923.577,90385.88006,62737.383,5240913.3054
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1982,YR1982,73093.723,144653.937,118133.179,39432.775,221727.7,76205.957,3731.46028,70756.1858,64738.79341,597074.4,1267150.22,71480.3741,119291.03,57699.221,456718.484,62860.074,..,134141.744,14252.2031,11757.6038,1512.64597,205036.44,574774.41,43633.787,268316.331,73119.803,16007.7027,268301.774,84124.39918,58684.319,5125474.15424
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1983,YR1983,73160.152,135779.881,117275.1,42472.093,222476.41,74360.875,3742.98275,69709.1091,63672.65579,584373.15,1268455.75,75319.7872,115400.428,57858.915,451604.575,64501.615,..,136424.903,15193.9884,11134.285,1178.41962,201896.523,578353.53,44334.473,278659.2,72867.259,17723.8848,272032.249,78522.96748,59377.767,5113291.17274
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1984,YR1984,75543.383,139848.697,114917.65,44415.791,224764.393,73405.527,3809.49007,68788.0311,64221.98242,575218.36,1291691.56,77161.4211,117357.257,58131.826,460419.075,65898.317,..,139310.817,16365.9038,12031.066,1552.8952,209479.843,583714.55,42653.197,270755.071,75846.946,18883.5755,262132.712,78623.9158,62471.31,5150577.34919
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1985,YR1985,76926.875,137715.959,117688.057,46094.194,221929.887,81256.138,3773.2853,68662.1093,68584.54169,561940.72,1301253.1,80628.9231,115241.434,59638.734,462915.588,67655.5,..,141568.504,17055.4951,12235.1631,1381.41314,212565.182,581329.87,41504.109,270433.443,75116.154,18288.555,255905.052,82915.28212,63260.653,5165147.77275
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1986,YR1986,75473.362,137673.745,118758.317,49135.047,220236.938,82445.446,4145.19047,69465.6839,68781.45654,549474.89,1302264.97,79900.3365,112806.429,60934.309,464970.255,69206.824,..,143396.829,17970.845,11976.5731,2120.53629,216327.866,594356.88,45719.913,273743.387,72102.662,18215.4227,261037.137,83970.6651,65497.829,5188641.0706
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1987,YR1987,75190.949,136792.345,118400.808,49218.687,220012.773,82067.291,4177.05377,69382.1037,68787.44054,547516.39,1306982.38,79379.3968,112920.676,60915.351,470135.089,69206.671,..,143623.652,18913.1086,12061.8249,2134.64345,219078.54,588453.1,46131.848,271783.438,71836.673,18618.6219,259342.83,83836.75716,66922.185,5187987.33322
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1988,YR1988,75021.98,137543.014,122089.121,43184.992,215838.887,76420.928,4828.40647,69888.796,72039.80852,533912.04,1294253.92,90115.8016,108640.726,61748.223,497868,71797.628,..,147969.545,19956.8502,12003.8008,2403.39229,219095.098,583837.54,47741.33,284585.509,74921.464,21367.5794,268265.705,79750.44026,66652.758,5217133.67534
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1989,YR1989,74506.933,137954.584,116317.9,43802.366,207518.606,71996.554,5077.29034,68716.2918,72671.06844,547917.63,1278982.32,94856.8211,105948.083,63305.303,517577.285,72636.905,..,148595.876,20918.6128,12836.9195,2591.67392,223050.278,558609,56692.546,278926.551,73397.566,20632.639,288737.888,77023.41004,66535.026,5220880.28814
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1990,YR1990,79836.956,137872.522,108086.0268,34734.33116,196206.7838,72484.035,5130.35771,55787.31741,75555.06141,554685.28,1256074.03,96659.0445,97552.24,65583.192,508764.943,33667.7706,..,54344.5327,21761.01853,13101.9844,2605.29414,224468.089,474016.0603,58227.179,247279.3403,72262.4462,19978.0218,293343.061,77170.66264,67466.0999,4915476.56287
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1991,YR1991,83261.989,142753.293,85680.649,26347.55991,178391.636,83046.294,5706.58558,51527.4219,75468.13313,580971.95,1219016.83,95667.0694,90225.968,65980.203,506084.173,31579.4731,..,56222.146,21712.5972,13752.49703,2501.46927,232341.681,460117.254,60330.057,204626.059,63383.655,18530.1805,300579.879,78779.06082,64287.922,4812873.16664
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1992,YR1992,79225.277,141130.179,80517.317,24794.92522,167251.292,76784.979,6071.51999,41259.5838,71840.83651,564014.19,1158796.5,96932.2341,79814.797,65914.962,504110.294,27370.8426,..,38057.553,20807.9459,13533.83,2464.87426,230579.363,452553.142,64299.6533,186159.772,59272.15,17825.1774,308497.849,79779.73172,64336.797,4638852.8249
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1993,YR1993,79387.983,138758.062,78824.069,24880.32833,158445.711,79296.696,6262.59944,34874.9733,73474.77034,541094.38,1147631.32,96322.2887,79257.691,66338.242,496267.322,24046.0891,..,31683.24,20893.579,13758.01445,3123.18766,234204.767,449456.043,63334.9452,174503.319,56027.312,18307.0892,293901.601,79917.04896,67255.05,4543379.09268
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1994,YR1994,79755.728,144398.146,76810.448,24087.79944,151011.564,82945.802,6692.74486,34255.4135,80759.09578,538140.6,1135937.69,97432.0727,78548.093,67790.031,493411.783,21073.774,..,30200.133,20984.0892,12977.04983,2824.34096,234257.997,448871.632,64486.0265,170925.428,53999.395,18331.6882,306314.424,82407.17004,70005.932,4538646.06981
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1995,YR1995,82480.629,146712.334,81769.919,24621.25356,150508.561,79490.347,6594.24968,31933.334,77426.35974,543013.14,1131718.77,99302.9466,77421.416,68374.024,518470.761,18782.998,..,29219.71,20878.6768,10728.9068,2710.72427,235053.007,458557.084,69204.4065,177197.356,53824.71,18869.6953,319459.334,82229.84062,70569.101,4595675.81707
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1996,YR1996,85648.272,153314.451,82852.671,24101.40167,154942.057,92887.163,6931.64803,32604.2831,83954.85492,572529.08,1153137.92,102354.4439,80713.521,70151.949,507338.856,18788.7645,..,30160.761,21181.6131,10528.9944,2659.97264,244204.434,435648.565,67633.1028,181831.133,54863.255,20088.2004,309786.213,87890.34818,72016.75,4667546.31554
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1997,YR1997,84731.328,149509.673,78532.982,26444.91278,149454.444,83193.33,7004.32781,32114.2147,82093.03433,565220.99,1122917.37,106166.9433,78760.592,71594.306,508373.858,18051.4526,..,29876.404,21089.4536,10135.52208,2835.19023,235836.236,433538.612,70751.8317,167308.766,54885.143,21798.4558,329912.391,81623.7771,74552.49,4602666.08743
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1998,YR1998,85728.612,152174.811,71902.2765,27432.058,146940.015,76245.003,7355.14022,19347.233,77932.968,577851.541,1060398.257,113865.027,77888.806,65387.423,519046.022,12905.7988,..,25363.91101,3585.2155,9328.0909,2742.62327,227061.482,388905.682,83126.729,147443.81,53026.068,21456.2578,343785.337,83307.056,74639.785,4477948.0385
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1999,YR1999,83880.53,147499.8,65864.384,27203.214,142384.428,72949.81298,7572.95488,18098.9796,76491.326,563699.027,1020391.257,109857.752,78178.002,66633.5938,521472.006,12076.2856,..,22732.1351,3657.9434,9683.2885,2781.47533,218722.666,380841.8682,84722.774,129620.602,52301.806,21132.2618,363569.604,81508.416,76295.632,4381870.24979
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2000,YR2000,82686.748,147051.2,66195.088,27312.045,162021.192,68553.546,7952.74819,17768.8082,75117.479,559922.199,1016295.545,115225.458,75482.05879,68143.29,547349.86,11507.8095,..,21257.1305,4122.3355,10268.3634,2553.04695,220319.9,392642.0366,88594.191,132627.536,50421.399,20927.0855,381031.15,77926.242,71217.9,4447153.15563
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2001,YR2001,85851.6117287,144534.998,68733.683,27165.0499,157672.16782,70080.083,7790.87447,17940.1633,80288.01944,565204.3298,1025983.5,114019.901,75969.172,70153.998,543360.171,12089.6607,..,21048.71215,3830.9156,10701.1799,3049.24901,220252.518,385653.8873,85398.971,137737.591,50059.67704,21694.4131,377629.971,77118.803,71491.23101,4457182.3556587
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2002,YR2002,87386.68817,138048.514,63711.0187,28301.7261,152372.4188,69387.745,8040.81118,22955.3596,83951.8501,557850.1275,1007404.92744,115164.4186,74621.9861,69094.685189,550782.069,13748.3487,..,21963.75,3963.3871,11557.2574,2551.86278,218276.476,375643.178,88319.252,135160.393,49587.27692,22342.2576,397417.357,78855.443,69689.527,4444497.197879
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2003,YR2003,92659.8411,144031.572,70024.0292,30011.8762,157836.1244,75002.52631,8896.65236,19449.73738,95013.026,564607.176,1017485.97756,118731.242,76989.2295,68872.5353,564951.183,12783.2611,..,21789.3066,3941.8621,12047.2209,2955.31074,221354.464,387619.1421,89900.198,141128.161,49336.11102,21936.4936,407869.657,79443.945,73172.62816,4552725.99937
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2004,YR2004,96330.90703,141187.993,68865.659,29691.5132,152079.88929,68854.75541,8725.29901,20024.42742,88571.158,560648.8432,1016628.79012,118117.942,75935.9504,68770.04183,562794.853,13021.8197,..,22521.04332,4023.2683,13115.9247,3020.00875,221355.349,411840.4427,84930.561,139881.565,48357.39172,22064.4812,421107.428,77672.9341,73534.99492,4556116.9711
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2005,YR2005,97552.85369,136696.039,68542.7723,29863.54461,147551.436,64816.68547,8911.6747,20053.5829,76199.7899,557130.1263,981287.68434,120036.209,75543.75689,70080.71247,564114.951,13288.2027,..,23569.40751,3980.6272,13445.8188,3166.96708,217083.632,411811.67406,101594.256,139578.1707,48958.7859605,22366.8829,437016.741,74562.6056,71578.0629,4524824.9628805
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2006,YR2006,95636.729,134802.749,69900.815,30290.0744,147768.299,72755.336,8761.86464,19628.3862,88152.9764,547361.3761,994686.04577,117313.2946,75140.63523,71503.3484,563324.943,14054.3664,..,24082.2094,4230.9316,13493.6595,3056.57731,211767.903,423290.66622,81336.945,144382.55,48387.52,22781.6492,430218.332,74171.135,71355.504,4528050.38577
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2007,YR2007,93276.758,131823.167,72526.719,33301.0976,149838.95488,67993.19979,9077.2757,23503.7062,85742.2331,540947.1359,972896.22535,127392.258,72331.2477,70033.0319,547383.143,14416.1433,..,25791.099,4449.1071,13072.4388,3227.64269,208848.042454,421174.6542,79399.304,141043.059,48141.598,22932.5376,439904.168,71293.1667,72404.46722,4487310.006864
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2008,YR2008,94608.82183,137213.867,71720.335,32938.0609,144072.577,65167.02911,9165.95482,21871.9123,78384.73416,544424.0617,992116.30262,117310.663,71578.8505,70132.71958,529283.803,14204.6668,..,26732.648,5043.3159,12702.3411,..,205061.312,420981.528,74433.765,136834.935,49160.9889427,23252.2604,404869.429,69993.2847,71002.7568,4418216.8514627
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2009,YR2009,89046.7550242494,131110.289477906,65132.8579,31461.0364,137877.28962,63012.0156546705,..,18815.60914,74993.8863442864,527525.776542167,950463.408604366,113365.798767144,65812.1371,65613.0705702765,480698.223117841,13580.3226,..,24473.52047,5144.2887106422,12343.3163024847,..,201884.487178424,405421.159762265,75492.5034292383,119648.2095,46722.85803,21453.1576,372822.515384651,65034.0671220206,65840.6636900105,4173804.27164199
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2010,YR2010,94172.3509433563,138029.410871298,67945.3135,31172.6453,145706.917,63679.0897800674,..,22767.1259,84371.5387256094,532133.040360555,948006.754235074,107505.979055767,66250.7743,65591.2459838566,489460.132730355,14670.0039,..,26786.483,5390.98473567479,13034.8157583223,..,212418.45504564,426485.868351622,71681.4684400366,117930.698,49973.282,21893.6609,354618.022613412,71434.7098130697,65710.0642142401,4237719.78650804
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2011,YR2011,92315.0525967119,137517.867915404,72946.6230665323,30453.5113317779,144613.247371501,58416.0447370069,7652.33091598057,24378.846055451,76124.6255948726,502656.654982811,929540.263405034,105013.933556742,64385.0040495242,61268.1023659476,482619.037546784,14150.0953121195,..,29324.6896732865,5530.25743465459,12929.5408156803,..,200143.54444018,422791.468168537,71977.8870090626,126194.415552348,48551.7499855841,21513.476468893,353857.386145107,68780.3304510237,64181.1477579667,4160115.7295139
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2012,YR2012,90460.2102892241,133373.684007061,67942.6956330647,30421.0493635559,138957.424743003,53703.2239270284,7431.19345348047,23292.7792109021,69072.9387223345,499146.634492193,951716.711065489,100571.170745123,62988.3997990485,62433.0138852174,482634.000294537,13943.921724239,..,29442.2123465731,5514.85399229931,12610.9976195246,..,195873.763889571,414606.89232929,72524.218510274,121762.225104696,46301.2739711681,21074.7483377861,348257.292233754,65767.7870645559,63536.7320746753,4116310.46276269
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1960,YR1960,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1961,YR1961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1962,YR1962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1963,YR1963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1964,YR1964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1965,YR1965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1966,YR1966,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1970,YR1970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,345348000000,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,343997000000,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1980,YR1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1981,YR1981,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1982,YR1982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1983,YR1983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1984,YR1984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1985,YR1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1986,YR1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1987,YR1987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1990,YR1990,..,..,..,..,..,..,3782357127.58505,..,9528518785.75045,..,306335417699.902,..,..,..,..,..,..,..,112783900000,266783011.36096,884597589.48649,144152361245.354,..,..,..,..,..,..,..,148825000000,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1991,YR1991,..,..,..,..,..,553347000000,4404755913.96785,..,14786241554.8637,..,348123303150.069,..,1850000000000,..,570279971284.996,..,..,..,127655800000,229127984.947905,1095993787.03537,153622754355.156,..,..,..,..,..,..,..,146911000000,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1992,YR1992,..,..,..,..,..,614981000000,5080753395.08791,..,28916550196.5276,..,409984507856,..,2309000000000,..,650913870482.939,..,..,..,153412200000,324319098.460829,1276895974.56821,162457855162.431,..,..,..,..,..,..,..,181668000000,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1993,YR1993,..,..,..,..,188727000000,726424000000,5613645864.44211,..,44246543317.6414,..,461548294074.638,..,3176600000000,..,..,..,..,..,181029900000,396257799.350023,1607718001.37918,168447754014.82,..,6283855907.2635,..,..,1264813887.49791,..,..,269971000000,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1994,YR1994,..,..,..,..,194159000000,747563000000,5717894741.84233,..,52858942467.956,..,513413742503.183,..,3780800000000,..,..,325225809.756347,..,..,197106100000,..,1842608694.18952,170008757958.171,152238000000,4669745912.35123,..,..,1431313637.12235,..,..,275920000000,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1995,YR1995,..,..,..,..,..,..,..,..,..,..,668358000000,..,5018928000000,..,..,..,..,..,213574700000,..,..,..,..,..,..,..,..,250356276043.945,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1996,YR1996,..,..,..,..,..,..,..,..,..,..,702075333745.776,..,5329180000000,..,..,..,..,..,225676600000,..,..,..,..,..,..,..,..,294013154427.734,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1997,YR1997,..,..,..,..,..,..,..,..,..,..,728437543140.252,..,5924644000000,..,..,..,..,..,367470815000,..,..,..,..,..,..,..,..,309600854813.721,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1998,YR1998,..,..,..,..,..,..,..,..,..,..,747442262364.316,..,6665961000000,48266000000,..,..,..,..,381213031000,..,..,..,..,..,..,..,..,334384978176.88,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1999,YR1999,..,..,..,..,..,..,..,..,..,..,394942300711.207,..,7725659000000,45599000000,..,..,..,..,384358746000,..,..,..,..,..,..,..,..,328900000467.529,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,8101658000000,42163000000,..,..,..,..,413376377000,..,..,..,..,..,..,..,..,341647734546.557,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..,..,9087857000000,42752000000,..,..,..,..,483647512111,..,..,..,..,..,..,..,..,341879346137.412,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..,..,10236056000000,45897000000,..,..,..,..,480875710140,..,..,..,..,..,..,..,..,358628039637.707,..,..,..
